Local(a4),Profile(a20),SurveyNumber,Lat,Lon,Easting,Northing,OffLine,Depth1,Depth2,Date,Time(hhmmss),time(sec after midnight),Feature(a20)
FRF,1097,1116,36.18954639,-75.74378397,902438.864,275435.726,917.472,1094.571,-8.903,-47.743,20150915,154514,56714
FRF,1097,1116,36.18956542,-75.74373407,902443.281,275437.984,922.395,1095.18,-8.93,-47.79,20150915,154516,56716
FRF,1097,1116,36.1895744,-75.74370863,902445.536,275439.054,924.88,1095.413,-8.945,-47.803,20150915,154517,56717
FRF,1097,1116,36.18959252,-75.74365702,902450.109,275441.216,929.917,1095.879,-8.981,-47.832,20150915,154519,56719
FRF,1097,1116,36.18960088,-75.74363029,902452.482,275442.222,932.491,1096.011,-9.002,-47.865,20150915,154520,56720
FRF,1097,1116,36.18962025,-75.74358076,902456.864,275444.516,937.394,1096.666,-9.022,-47.923,20150915,154522,56722
FRF,1097,1116,36.1896286,-75.74355523,902459.129,275445.518,939.865,1096.832,-9.046,-47.891,20150915,154523,56723
FRF,1097,1116,36.18964563,-75.7435034,902463.726,275447.559,944.883,1097.175,-9.071,-47.903,20150915,154525,56725
FRF,1097,1116,36.18965314,-75.74347688,902466.083,275448.471,947.41,1097.225,-9.078,-47.953,20150915,154526,56726
FRF,1097,1116,36.18966878,-75.74342499,902470.691,275450.359,952.386,1097.421,-9.101,-47.992,20150915,154528,56728
FRF,1097,1116,36.18967591,-75.74339992,902472.919,275451.222,954.775,1097.469,-9.124,-47.955,20150915,154529,56729
FRF,1097,1116,36.18969053,-75.74334743,902477.584,275453,959.766,1097.542,-9.151,-48.008,20150915,154531,56731
FRF,1097,1116,36.18969887,-75.74332041,902479.983,275454.004,962.364,1097.664,-9.161,-48.016,20150915,154532,56732
FRF,1097,1116,36.18971216,-75.74326477,902484.937,275455.642,967.58,1097.506,-9.196,-48.088,20150915,154534,56734
FRF,1097,1116,36.18972034,-75.74323826,902487.291,275456.627,970.128,1097.626,-9.223,-48.044,20150915,154535,56735
FRF,1097,1116,36.18973514,-75.74318533,902491.995,275458.425,975.164,1097.704,-9.247,-48.132,20150915,154537,56737
FRF,1097,1116,36.18974161,-75.74316091,902494.167,275459.215,977.475,1097.703,-9.265,-48.141,20150915,154538,56738
FRF,1097,1116,36.18975515,-75.74310716,902498.949,275460.874,982.536,1097.624,-9.293,-48.133,20150915,154540,56740
FRF,1097,1116,36.18976003,-75.74307857,902501.502,275461.5,985.149,1097.338,-9.306,-48.181,20150915,154541,56741
FRF,1097,1116,36.1897668,-75.74305085,902503.969,275462.332,987.752,1097.275,-9.324,-48.184,20150915,154542,56742
FRF,1097,1116,36.18977883,-75.74299772,902508.702,275463.824,992.71,1097.056,-9.342,-48.197,20150915,154544,56744
FRF,1097,1116,36.1897851,-75.74297074,902511.105,275464.599,995.233,1096.961,-9.362,-48.229,20150915,154545,56745
FRF,1097,1116,36.18979628,-75.74291552,902516.029,275466.001,1000.339,1096.592,-9.383,-48.223,20150915,154547,56747
FRF,1097,1116,36.18980704,-75.74285976,902521.002,275467.359,1005.476,1096.165,-9.406,-48.284,20150915,154549,56749
FRF,1097,1116,36.18981331,-75.74283305,902523.381,275468.134,1007.977,1096.078,-9.429,-48.287,20150915,154550,56750
FRF,1097,1116,36.18981866,-75.74280471,902525.908,275468.81,1010.583,1095.848,-9.457,-48.313,20150915,154551,56751
FRF,1097,1116,36.18983141,-75.74275028,902530.755,275470.385,1015.676,1095.668,-9.478,-48.342,20150915,154553,56753
FRF,1097,1116,36.18984395,-75.74269499,902535.68,275471.939,1020.835,1095.442,-9.502,-48.361,20150915,154555,56755
FRF,1097,1116,36.18984996,-75.74266765,902538.116,275472.687,1023.38,1095.31,-9.531,-48.392,20150915,154556,56756
FRF,1097,1116,36.18985652,-75.74264013,902540.566,275473.495,1025.959,1095.231,-9.555,-48.407,20150915,154557,56757
FRF,1097,1116,36.18986974,-75.74258753,902545.247,275475.117,1030.912,1095.152,-9.576,-48.456,20150915,154559,56759
FRF,1097,1116,36.18988328,-75.74253412,902549.999,275476.775,1035.945,1095.082,-9.597,-48.462,20150915,154601,56761
FRF,1097,1116,36.18989046,-75.7425068,902552.429,275477.652,1038.528,1095.074,-9.619,-48.468,20150915,154602,56762
FRF,1097,1116,36.18989782,-75.74247907,902554.895,275478.551,1041.153,1095.074,-9.64,-48.498,20150915,154603,56763
FRF,1097,1116,36.18991258,-75.74242637,902559.579,275480.343,1046.167,1095.154,-9.653,-48.515,20150915,154605,56765
FRF,1097,1116,36.18992742,-75.74237398,902564.235,275482.144,1051.158,1095.252,-9.682,-48.559,20150915,154607,56767
FRF,1097,1116,36.18993384,-75.74234774,902566.57,275482.933,1053.622,1095.193,-9.704,-48.53,20150915,154608,56768
FRF,1097,1116,36.18994172,-75.74231941,902569.089,275483.891,1056.317,1095.231,-9.731,-48.614,20150915,154609,56769
FRF,1097,1116,36.18995677,-75.74226662,902573.78,275485.715,1061.349,1095.338,-9.75,-48.604,20150915,154611,56771
FRF,1097,1116,36.18996519,-75.74224173,902575.987,275486.722,1063.768,1095.529,-9.783,-48.653,20150915,154612,56772
FRF,1097,1116,36.1899809,-75.74219002,902580.578,275488.618,1068.73,1095.738,-9.801,-48.653,20150915,154614,56774
FRF,1097,1116,36.18999746,-75.74213759,902585.231,275490.609,1073.784,1096.015,-9.825,-48.693,20150915,154616,56776
FRF,1097,1116,36.19000633,-75.7421127,902587.436,275491.667,1076.218,1096.254,-9.843,-48.702,20150915,154617,56777
FRF,1097,1116,36.19002456,-75.74206224,902591.906,275493.837,1081.161,1096.762,-9.872,-48.722,20150915,154619,56779
FRF,1097,1116,36.19003262,-75.74203644,902594.196,275494.806,1083.644,1096.888,-9.891,-48.747,20150915,154620,56780
FRF,1097,1116,36.190052,-75.74198549,902598.706,275497.107,1088.669,1097.506,-9.925,-48.796,20150915,154622,56782
FRF,1097,1116,36.19006098,-75.74195841,902601.108,275498.182,1091.294,1097.693,-9.953,-48.79,20150915,154623,56783
FRF,1097,1116,36.19007956,-75.74190727,902605.638,275500.394,1096.308,1098.22,-9.981,-48.872,20150915,154625,56785
FRF,1097,1116,36.19008796,-75.74188296,902607.792,275501.398,1098.675,1098.426,-9.999,-48.862,20150915,154626,56786
FRF,1097,1116,36.190096,-75.74185627,902610.163,275502.367,1101.235,1098.525,-10.027,-48.885,20150915,154627,56787
FRF,1097,1116,36.19011335,-75.74180533,902614.679,275504.443,1106.189,1098.929,-10.04,-48.888,20150915,154629,56789
FRF,1097,1116,36.19012983,-75.74175282,902619.34,275506.425,1111.247,1099.195,-10.071,-48.926,20150915,154631,56791
FRF,1097,1116,36.1901367,-75.7417258,902621.744,275507.267,1113.794,1099.163,-10.095,-48.939,20150915,154632,56792
FRF,1097,1116,36.19015119,-75.7416724,902626.491,275509.031,1118.858,1099.194,-10.125,-49.015,20150915,154634,56794
FRF,1097,1116,36.19015665,-75.74164581,902628.862,275509.715,1121.319,1099.025,-10.143,-49.007,20150915,154635,56795
FRF,1097,1116,36.19016968,-75.74159295,902633.566,275511.316,1126.287,1098.919,-10.171,-49.037,20150915,154637,56797
FRF,1097,1116,36.19017601,-75.74156561,902636.001,275512.099,1128.843,1098.82,-10.185,-49.017,20150915,154638,56798
FRF,1097,1116,36.19018838,-75.74151008,902640.948,275513.635,1134.017,1098.569,-10.207,-49.08,20150915,154640,56800
FRF,1097,1116,36.19019666,-75.7414845,902643.218,275514.629,1136.49,1098.726,-10.225,-49.082,20150915,154641,56801
FRF,1097,1116,36.19021036,-75.74143056,902648.017,275516.307,1141.574,1098.659,-10.257,-49.12,20150915,154643,56803
FRF,1097,1116,36.19021732,-75.74140424,902650.358,275517.157,1144.064,1098.656,-10.281,-49.126,20150915,154644,56804
FRF,1097,1116,36.19023173,-75.74134834,902655.331,275518.92,1149.34,1098.61,-10.314,-49.178,20150915,154646,56806
FRF,1097,1116,36.19023768,-75.74132041,902657.82,275519.663,1151.933,1098.455,-10.339,-49.201,20150915,154647,56807
FRF,1097,1116,36.19025155,-75.74126744,902662.531,275521.357,1156.94,1098.434,-10.375,-49.244,20150915,154649,56809
FRF,1097,1116,36.19025771,-75.74124188,902664.806,275522.115,1159.337,1098.367,-10.408,-49.244,20150915,154650,56810
FRF,1097,1116,36.19026447,-75.74121576,902667.13,275522.942,1161.803,1098.348,-10.437,-49.308,20150915,154651,56811
FRF,1097,1116,36.19027809,-75.74116263,902671.857,275524.61,1166.816,1098.297,-10.473,-49.341,20150915,154653,56813
FRF,1097,1116,36.19028292,-75.74113427,902674.389,275525.229,1169.406,1098.011,-10.509,-49.345,20150915,154654,56814
FRF,1097,1116,36.19029454,-75.74107831,902679.377,275526.683,1174.591,1097.669,-10.542,-49.423,20150915,154656,56816
FRF,1097,1116,36.19029961,-75.74104941,902681.957,275527.33,1177.236,1097.394,-10.576,-49.426,20150915,154657,56817
FRF,1097,1116,36.19031262,-75.74099474,902686.824,275528.935,1182.359,1097.235,-10.606,-49.474,20150915,154659,56819
FRF,1097,1116,36.19032674,-75.74094144,902691.565,275530.658,1187.403,1097.23,-10.627,-49.513,20150915,154701,56821
FRF,1097,1116,36.19033376,-75.74091462,902693.95,275531.516,1189.938,1097.22,-10.646,-49.494,20150915,154702,56822
FRF,1097,1116,36.19034827,-75.74086222,902698.608,275533.28,1194.918,1097.282,-10.659,-49.529,20150915,154704,56824
FRF,1097,1116,36.19035706,-75.74083575,902700.956,275534.333,1197.485,1097.467,-10.666,-49.522,20150915,154705,56825
FRF,1097,1116,36.19036343,-75.7408088,902703.355,275535.119,1200.008,1097.384,-10.686,-49.536,20150915,154706,56826
FRF,1097,1116,36.19037805,-75.74075405,902708.224,275536.902,1205.193,1097.392,-10.708,-49.551,20150915,154708,56828
FRF,1097,1116,36.19039178,-75.74069913,902713.111,275538.586,1210.361,1097.301,-10.734,-49.589,20150915,154710,56830
FRF,1097,1116,36.19039894,-75.74067296,902715.438,275539.458,1212.846,1097.323,-10.757,-49.638,20150915,154711,56831
FRF,1097,1116,36.1904139,-75.74061988,902720.155,275541.274,1217.9,1097.414,-10.787,-49.653,20150915,154713,56833
FRF,1097,1116,36.19042092,-75.74059339,902722.511,275542.131,1220.407,1097.413,-10.813,-49.653,20150915,154714,56834
FRF,1097,1116,36.19043394,-75.74053799,902727.444,275543.739,1225.592,1097.234,-10.839,-49.7,20150915,154716,56836
FRF,1097,1116,36.19044056,-75.74050917,902730.011,275544.558,1228.285,1097.125,-10.864,-49.717,20150915,154717,56837
FRF,1097,1116,36.19045353,-75.74045559,902734.78,275546.154,1233.312,1096.991,-10.895,-49.77,20150915,154719,56839
FRF,1097,1116,36.19046074,-75.74042923,902737.123,275547.032,1235.814,1097.014,-10.916,-49.776,20150915,154720,56840
FRF,1097,1116,36.1904735,-75.74037525,902741.929,275548.606,1240.868,1096.847,-10.952,-49.804,20150915,154722,56842
FRF,1097,1116,36.1904798,-75.74034769,902744.385,275549.386,1243.443,1096.739,-10.973,-49.809,20150915,154723,56843
FRF,1097,1116,36.1904947,-75.74029318,902749.23,275551.2,1248.616,1096.784,-10.999,-49.895,20150915,154725,56845
FRF,1097,1116,36.19050225,-75.74026658,902751.594,275552.116,1251.151,1096.835,-11.022,-49.875,20150915,154726,56846
FRF,1097,1116,36.1905183,-75.74021575,902756.105,275554.046,1256.05,1097.104,-11.055,-49.905,20150915,154728,56848
FRF,1097,1116,36.19052554,-75.74018943,902758.445,275554.926,1258.55,1097.129,-11.067,-49.92,20150915,154729,56849
FRF,1097,1116,36.19053342,-75.74016222,902760.863,275555.881,1261.149,1097.198,-11.092,-49.975,20150915,154730,56850
FRF,1097,1116,36.19055031,-75.74010798,902765.677,275557.914,1266.368,1097.46,-11.113,-49.954,20150915,154732,56852
FRF,1097,1116,36.19056814,-75.74005661,902770.23,275560.044,1271.375,1097.902,-11.139,-50.002,20150915,154734,56854
FRF,1097,1116,36.19057639,-75.7400306,902772.538,275561.035,1273.883,1098.043,-11.158,-50.008,20150915,154735,56855
FRF,1097,1116,36.19059429,-75.73997801,902777.201,275563.175,1278.997,1098.457,-11.187,-50.052,20150915,154737,56857
FRF,1097,1116,36.19060269,-75.7399507,902779.626,275564.188,1281.622,1098.578,-11.206,-50.071,20150915,154738,56858
FRF,1097,1116,36.1906116,-75.73992534,902781.872,275565.251,1284.096,1098.807,-11.238,-50.097,20150915,154739,56859
FRF,1097,1116,36.190629,-75.73987575,902786.267,275567.327,1288.936,1099.253,-11.266,-50.096,20150915,154741,56861
FRF,1097,1116,36.19064558,-75.73982551,902790.723,275569.314,1293.803,1099.594,-11.296,-50.169,20150915,154743,56863
FRF,1097,1116,36.19065329,-75.73979775,902793.191,275570.251,1296.443,1099.629,-11.322,-50.192,20150915,154744,56864
FRF,1097,1116,36.19066165,-75.73976993,902795.661,275571.261,1299.11,1099.732,-11.358,-50.223,20150915,154745,56865
FRF,1097,1116,36.19067854,-75.73971654,902800.399,275573.291,1304.256,1100.017,-11.389,-50.228,20150915,154747,56867
FRF,1097,1116,36.19069521,-75.73966656,902804.832,275575.287,1309.105,1100.375,-11.418,-50.276,20150915,154749,56869
FRF,1097,1116,36.1907034,-75.73964152,902807.053,275576.269,1311.528,1100.536,-11.44,-50.324,20150915,154750,56870
FRF,1097,1116,36.19071805,-75.7395866,902811.937,275578.057,1316.729,1100.544,-11.473,-50.337,20150915,154752,56872
FRF,1097,1116,36.19072517,-75.73955912,902814.381,275578.927,1319.323,1100.525,-11.502,-50.332,20150915,154753,56873
FRF,1097,1116,36.19073813,-75.73950397,902819.292,275580.528,1324.485,1100.347,-11.526,-50.391,20150915,154755,56875
FRF,1097,1116,36.19074303,-75.73947663,902821.732,275581.152,1326.991,1100.098,-11.564,-50.424,20150915,154756,56876
FRF,1097,1116,36.19075257,-75.73942096,902826.702,275582.374,1332.079,1099.544,-11.599,-50.439,20150915,154758,56878
FRF,1097,1116,36.19075663,-75.73939226,902829.267,275582.91,1334.673,1099.169,-11.637,-50.532,20150915,154759,56879
FRF,1097,1116,36.19076435,-75.73933788,902834.127,275583.926,1339.587,1098.459,-11.668,-50.503,20150915,154801,56881
FRF,1097,1116,36.1907693,-75.7393097,902836.643,275584.559,1342.168,1098.193,-11.699,-50.582,20150915,154802,56882
FRF,1097,1116,36.19077616,-75.73925285,902841.729,275585.488,1347.264,1097.324,-11.714,-50.58,20150915,154804,56884
FRF,1097,1116,36.19078008,-75.73922445,902844.267,275586.006,1349.826,1096.942,-11.738,-50.595,20150915,154805,56885
FRF,1097,1116,36.19078972,-75.7391678,902849.325,275587.242,1355.002,1096.371,-11.757,-50.605,20150915,154807,56887
FRF,1097,1116,36.19079518,-75.73913931,902851.867,275587.931,1357.626,1096.148,-11.771,-50.624,20150915,154808,56888
FRF,1097,1116,36.19080498,-75.7390817,902857.01,275589.189,1362.889,1095.568,-11.799,-50.674,20150915,154810,56890
FRF,1097,1116,36.19081093,-75.73905312,902859.557,275589.934,1365.537,1095.396,-11.831,-50.651,20150915,154811,56891
FRF,1097,1116,36.19082148,-75.73899783,902864.49,275591.266,1370.628,1094.958,-11.861,-50.738,20150915,154813,56893
FRF,1097,1116,36.19082721,-75.73897049,902866.926,275591.983,1373.162,1094.798,-11.885,-50.76,20150915,154814,56894
FRF,1097,1116,36.19083576,-75.73891378,902871.993,275593.098,1378.304,1094.11,-11.924,-50.776,20150915,154816,56896
FRF,1097,1116,36.19083863,-75.73888562,902874.515,275593.5,1380.812,1093.624,-11.947,-50.793,20150915,154817,56897
FRF,1097,1116,36.19084326,-75.73885614,902877.148,275594.1,1383.491,1093.286,-11.972,-50.846,20150915,154818,56898
FRF,1097,1116,36.19085098,-75.7387991,902882.247,275595.125,1388.633,1092.504,-11.998,-50.849,20150915,154820,56900
FRF,1097,1116,36.19086209,-75.73874393,902887.167,275596.521,1393.733,1092.13,-12.029,-50.887,20150915,154822,56902
FRF,1097,1116,36.19086973,-75.73871673,902889.584,275597.448,1396.322,1092.174,-12.045,-50.906,20150915,154823,56903
FRF,1097,1116,36.19088455,-75.73866412,902894.259,275599.247,1401.33,1092.263,-12.075,-50.947,20150915,154825,56905
FRF,1097,1116,36.19089387,-75.73863844,902896.534,275600.356,1403.847,1092.526,-12.096,-50.928,20150915,154826,56906
FRF,1097,1116,36.19091077,-75.73858578,902901.206,275602.386,1408.932,1092.833,-12.121,-51,20150915,154828,56908
FRF,1097,1116,36.19091916,-75.7385594,902903.548,275603.394,1411.477,1092.978,-12.136,-50.991,20150915,154829,56909
FRF,1097,1116,36.19092675,-75.73853285,902905.906,275604.316,1414.009,1093.037,-12.159,-51.027,20150915,154830,56910
FRF,1097,1116,36.19094073,-75.73847815,902910.773,275606.028,1419.167,1092.979,-12.174,-51.026,20150915,154832,56912
FRF,1097,1116,36.19094686,-75.73844991,902913.29,275606.791,1421.794,1092.834,-12.196,-51.041,20150915,154833,56913
FRF,1097,1116,36.19095966,-75.73839666,902918.029,275608.368,1426.786,1092.693,-12.213,-51.076,20150915,154835,56915
FRF,1097,1116,36.19097046,-75.7383429,902922.823,275609.725,1431.755,1092.326,-12.242,-51.1,20150915,154837,56917
FRF,1097,1116,36.19097468,-75.73831539,902925.281,275610.273,1434.252,1091.999,-12.274,-51.114,20150915,154838,56918
FRF,1097,1116,36.19098361,-75.73825852,902930.361,275611.432,1439.422,1091.349,-12.298,-51.168,20150915,154840,56920
FRF,1097,1116,36.19099065,-75.73823069,902932.837,275612.294,1442.043,1091.311,-12.319,-51.199,20150915,154841,56921
FRF,1097,1116,36.19100394,-75.73817695,902937.619,275613.927,1447.095,1091.207,-12.348,-51.198,20150915,154843,56923
FRF,1097,1116,36.19101164,-75.7381511,902939.916,275614.857,1449.572,1091.295,-12.374,-51.207,20150915,154844,56924
FRF,1097,1116,36.19101964,-75.7381244,902942.286,275615.824,1452.13,1091.392,-12.396,-51.255,20150915,154845,56925
FRF,1097,1116,36.19103717,-75.73807382,902946.77,275617.917,1457.059,1091.823,-12.418,-51.301,20150915,154847,56927
FRF,1097,1116,36.19105513,-75.73802263,902951.306,275620.061,1462.055,1092.284,-12.447,-51.308,20150915,154849,56929
FRF,1097,1116,36.1910646,-75.73799687,902953.587,275621.187,1464.584,1092.561,-12.476,-51.307,20150915,154850,56930
FRF,1097,1116,36.19108265,-75.73794522,902958.165,275623.341,1469.623,1093.017,-12.492,-51.356,20150915,154852,56932
FRF,1097,1116,36.19109056,-75.73791939,902960.458,275624.295,1472.104,1093.128,-12.515,-51.396,20150915,154853,56933
FRF,1097,1116,36.19110689,-75.73786485,902965.302,275626.268,1477.331,1093.323,-12.541,-51.385,20150915,154855,56935
FRF,1097,1116,36.19111413,-75.73783743,902967.74,275627.151,1479.924,1093.317,-12.556,-51.419,20150915,154856,56936
FRF,1097,1116,36.19112937,-75.73778463,902972.431,275628.998,1484.964,1093.446,-12.567,-51.439,20150915,154858,56938
FRF,1097,1116,36.19113678,-75.73775801,902974.797,275629.898,1487.495,1093.482,-12.585,-51.43,20150915,154859,56939
FRF,1097,1116,36.19114949,-75.73770218,902979.77,275631.472,1492.706,1093.258,-12.598,-51.456,20150915,154901,56941
FRF,1097,1116,36.19115456,-75.73767374,902982.308,275632.119,1495.312,1092.996,-12.616,-51.472,20150915,154902,56942
FRF,1097,1116,36.19116656,-75.73761846,902987.234,275633.613,1500.452,1092.713,-12.638,-51.484,20150915,154904,56944
FRF,1097,1116,36.19117329,-75.73759203,902989.585,275634.437,1502.943,1092.682,-12.655,-51.527,20150915,154905,56945
FRF,1097,1116,36.19118893,-75.73753948,902994.253,275636.327,1507.976,1092.86,-12.678,-51.541,20150915,154907,56947
FRF,1097,1116,36.19119699,-75.7375133,902996.576,275637.298,1510.491,1092.977,-12.7,-51.54,20150915,154908,56948
FRF,1097,1116,36.19121545,-75.73746084,903001.225,275639.501,1515.613,1093.454,-12.724,-51.588,20150915,154910,56950
FRF,1097,1116,36.19122668,-75.73743494,903003.513,275640.823,1518.216,1093.913,-12.741,-51.592,20150915,154911,56951
FRF,1097,1116,36.19124636,-75.73738303,903008.107,275643.159,1523.332,1094.535,-12.763,-51.648,20150915,154913,56953
FRF,1097,1116,36.19125674,-75.73735783,903010.335,275644.384,1525.845,1094.922,-12.781,-51.628,20150915,154914,56954
FRF,1097,1116,36.19126774,-75.73733356,903012.476,275645.676,1528.299,1095.403,-12.804,-51.65,20150915,154915,56955
FRF,1097,1116,36.19128872,-75.73728477,903016.787,275648.148,1533.195,1096.25,-12.826,-51.673,20150915,154917,56957
FRF,1097,1116,36.19130847,-75.73723441,903021.241,275650.486,1538.181,1096.921,-12.855,-51.708,20150915,154919,56959
